"Place Name",community_id,person_id
"Tosam Norbu Lhunpo",1095,"9895; 10018"
"Trakar Lhakhang ",383,"4372; 4379"
Trandruk,672,"5; 4358; 9361; 13869"
Trangu,807,8825
"Trashigang Dzong",1257,"10372; 13147"
Trawakha,1438,8730
Trengpo,1214,8964
"Trewel Ude",1088,13540
"Tridu Kelzang",1489,4820
"Trijang Labrang",882,4309
"Trode Khangsar",913,"3040; 6065"
"Tromge Gon",519,"11603; 12980"
Tromsikhang,903,"5805; 5871"
"Trongsa Dzong",406,"7874; 10372"
"Tropu Monastery",67,"2798; 2799; 2810; 4113; 6405; 10280; 11285"
"Tsador Monastery ",360,13547
"Tsādra Rinchen Drak",974,"4291; 4358; 7442; 8181; 8538; 8592; 10018; 12180"
"Tsagen Peshing",467,"3080; 5910; 6025; 6198"
"Tsamdrak Monastery ",385,8028
"Tsang Chubzang",1161,"3004; 9482"
"Tsang Dondrub Rabten Ling",464,4607
"Tsangda Monastery",1107,8754
"Tsangme Sengge",1111,8754
"Tsangrong Shardzong Ritro",1139,9213
"Tsangsar Namgon",1534,12839
"Tsangwa Monastery",210,"4358; 7272; 8752"
Tsarang,1595,"12479; 13790; 13791"
"Tsarazhab Hermitage",1468,"9278; 13659"
Tsāri,1085,"2758; 2789; 2899; 3121; 3125; 3178; 3307; 4611; 5729; 5997; 6671; 6856; 8028; 8612; 9126; 9361; 9579; 10536; 10644; 10824; 10835; 13086; 13120; 13238; 13437; 13445; 13613; 13659; 13812"
"Tsarong Manor House",853,"7929; 13583; 13625; 13708"
Tsashul,955,8538
Tsazar,1420,7305
Tsechen,93,"3673; 3936; 4167; 4170"
"Tsechu Monastery",208,"4358; 8752"
"Tsedong Monastery",682,"10528; 10742; 12553"
"Tsegyalgar East",1744,9278
"Tsel Gungtang",68,"2789; 2845; 3182; 3307; 3881; 3937; 3938; 4086; 4168; 4175; 4358; 5706; 5795; 6147; 6547; 7637; 9201; 9482; 11453; 11877"
Tselmin,126,4164
Tsemonling,724,"5652; 6979"
"Tsenpo Gon",532,"3296; 5490; 6161; 6526; 9690"
Tseringjong,254,"3436; 3485; 5457; 9083; 9579; 9612; 10412; 12980"
Tsetang,485,"3955; 4168; 4276; 4358; 6037; 8086; 8354; 9095; 13073"
Tseten,287,2948
"Tseuruma Serde",1148,2943
Tsibri,1118,"7775; 9572; 13205"
Tsike,60,"8181; 12839; 13686; 13692; 13747; 13748; 13749"
Tsikyang,500,6635
"Tsimda Monastery",696,"8651; 9083"
"Tsinta Mani Choling, Spokane",1733,13884
"Tso Gon Ganden Choling ",364,13547
"Tso Pema",1081,"9; 3152; 7442; 9171; 10019; 10146; 11385; 13648; 13689; 13821"
"Tso Pema Orgyen Heruka Nyingmapa Gompa",1717,10019
"Tsogyel Jomo",452,4125
"Tsogyel Latso",1275,"4358; 10373; 10457"
Tsopu,1010,"8583; 9895"
"Tsunmo Tsel",236,2891
"Tsur Lhalung",972,3169
"Tsurpu Monastery",95,"1659; 2162; 2661; 2662; 2670; 2683; 2730; 2776; 3010; 3175; 3940; 4085; 4113; 4114; 4358; 4676; 7130; 8181; 8906; 9126; 9201; 9278; 9634; 10019; 10258; 11385; 12839; 13074; 13152; 13686; 13697; 13860; 13885"
"Tubchen Dargye Ling",1235,10497
Tubten,1498,12741
"Tubten Gepel",453,4223
"Tubten Jago Pungpo ",378,"7815; 7918"
"Tupten Dargye Ling ",107,13064
"Tuwa ",289,2948
"Urge Dratsang Sangngak Mingye Ling",410,"3080; 4611; 5910; 6025; 6529; 6622; 8069"
"Urgyen Samyé Chöling ",1720,10019
"Uri Monastery",146,6671
Vikramaśīla,1355,"23; 2510; 2810; 5717; 5801; 10199"
Wangda,488,"7945; 9083"
"Wangdue Phodrang Dzong ",376,"7918; 13123"
Wara,1568,"10355; 13249; 13707; 13795; 13796"
"Wenne Gurulung",992,13072
"Wenne Samdrub Deden Ling ",495,1564
"Wenne Tashikhyil",494,1564
"Wensa Monastery",185,"6175; 9839; 11352; 12521; 12883; 13026"
"Wikcho Dzong",1019,6770
"Wolkha Cholung",840,"3040; 5693; 8986; 10168"
"Wolkha Samling Monastery",960,"3744; 5706; 8986"
"Wonto Monastery",1238,"9278; 13511"
"Wosel Monastery",1387,5820
Wozer,1675,9895
"Wutai Shan",1140,"2280; 2418; 2469; 2510; 2755; 2758; 2953; 2996; 3141; 3307; 3822; 4077; 5360; 5381; 5490; 5729; 6099; 6198; 6672; 6928; 7040; 7162; 7170; 7326; 8650; 8651; 8861; 9201; 9873; 9985; 10457; 11575; 13510; 13861"
"Ximing Temple",1377,13633
"Xiuduo Monastery",1379,13634
"Ya Nga Chamda Ganden Khacho Ling",1241,13196
"Yachen Gar",1748,"2953; 12980"
"Yak Monastery",1449,11231
Yakze,1632,"5099; 11428; 13811"
"Yama Tashikhyil",565,"3866; 3883; 8675"
Yamalung,1343,"4358; 9083; 12980; 13654"
"Yamdrok Lake",1325,"4220; 11453; 13628; 13697; 13816"
"Yangcho Sangcho Pema Lhunding",524,13197
Yanglesho,1332,"7442; 11385; 12839"
Yangpachen,599,"4358; 5500; 8906; 10548; 13863"
"Yangri Gar ",420,"3436; 8964; 13738; 13821; 13824"
"Yarlha Shampo",1082,"11117; 13086; 13090"
"Yarlung Namgyel",616,5408
"Yarlung Pemako",1172,"3436; 4272; 4425"
"Yarlung Samten Ling",617,5408
"Yarlung Sheldrak",1184,"3883; 4358; 8538; 9083; 9121; 13654"
"Yarlung Tashi Chode",1610,12479
"Yaso Monastery",1674,9895
Yershong,1166,2755
"Yeru Wensakha",245,"2980; 13091; 13093; 13131"
"Yeshe Khorlo Buddhist Society Singapore",1742,13884
"Yeshe Nyingpo",1665,10019
"Yeta Lungkar",721,12096
"Yilhung Lhagyel",1104,"8754; 10355; 10699"
"Yilhung Lhatso",1344,"4358; 11428"
Yonghegong,566,"2948; 3822; 5338; 8861; 9693; 13744"
"Young Lama's Home School",1440,11231
"Yugu Tongtse",493,1564
"Yulkhyong Monastery",1097,11246
"Yumbu Lagang",1345,"2949; 4358"
"Yungdrung Ling",861,"10961; 13082"
"Yuthok Manor House",855,"9333; 11798; 13426; 13724"
"Yutok Monastery",977,7272
Yutsa,1624,2945
Zambulung,1311,10835
Zamkhar,1253,6874
"Zangchen Monastery",1251,2791
"Zangri Kangmar",1151,"4358; 5644"
"Zangzang Lhadrak",1724,13879
"Zara Monastery",1131,"6749; 6756"
"Zha Lhakhang",45,"494; 495; 5457; 6205; 9985"
"Zhakdra Yumtso",1648,"3627; 9612"
Zhalu,35,"1831; 2338; 2801; 2845; 2854; 3134; 3936; 3940; 4168; 4220; 4221; 4660; 4669; 6122; 6251; 7512; 8455; 9482; 10462; 10470; 10480; 10528; 10579; 10753; 11285; 13787"
"Zhamar Monastery",1274,"3008; 5729"
"Zhangzhung Dorjeden",197,"6285; 12180"
"Zhe Dratsang",546,2997
"Zhertsa Chode ",265,8103
"Zhichen Bairo Ling",1731,13884
"Zhichen Monastery",1318,"13617; 13688; 13817; 13866"
"Zhigon Hermitage",819,2387
"Zhitok Labrang",934,"1974; 2491; 3188; 3189; 3191; 7348; 10591; 10613"
"Zhiwa Gon",1277,4125
Zhohong,1141,4611
"Zhuchen Monastery",699,8650
"Zhung Treuzhing ",21,"3006; 11471"
"Zhungpa Khamtsen",1300,13507
"Zingpa Takgo",1213,8964
"Zungchu Zi",1150,3758
"Zur Ukpalung",229,4632
Zurkhardo,1763,3004
"Zurlung Pelchen Lhakhang",1000,4632
"Zurmang Dutsitil",174,"4358; 11385; 12839; 13686"
"Zurmang Namgyeltse",702,"1659; 4358; 11385"
